Elevator,Floor,Layout,Region,Renovation,Size,Year,Price
有电梯,21,3室1厅,通州,其他,89,2010,350
有电梯,21,2室2厅,丰台,简装,100,2007,800
有电梯,20,2室1厅,朝阳,精装,98,2006,700
无电梯,6,2室1厅,西城,简装,59,1987,644
,5,3室2厅,顺义,简装,121,2002,410
有电梯,16,1室2厅,朝阳,简装,36,2007,530
有电梯,21,3室2厅,东城,精装,205,2006,2350
无电梯,6,3室1厅,朝阳,简装,66,1987,429
有电梯,14,3室1厅,海淀,精装,162,2002,2200
无电梯,6,2室2厅,昌平,简装,112,2002,380
有电梯,14,4室2厅,海淀,简装,178,2004,2400
无电梯,6,2室1厅,丰台,简装,59,1994,335
有电梯,28,2室1厅,昌平,简装,130,2010,475
,11,2室2厅,顺义,其他,87,2009,285
无电梯,6,1室1厅,丰台,其他,39,1992,255
,7,2室1厅,东城,其他,67,2002,830
无电梯,6,1室1厅,石景山,简装,50,1992,270
有电梯,22,1室1厅,丰台,简装,51,2008,383
无电梯,6,3室2厅,顺义,精装,122,1992,429
有电梯,14,2室1厅,大兴,简装,89,2012,350
,11,2室1厅,朝阳,精装,84,2010,630
,15,3室1厅,东城,简装,87,1999,820
有电梯,11,3室1厅,房山,精装,115,2009,400
有电梯,11,3室2厅,朝阳,精装,159,2007,1033
无电梯,7,1室1厅,门头沟,精装,67,1999,238
有电梯,9,3室1厅,昌平,精装,115,1995,450
有电梯,21,1室1厅,大兴,简装,51,2013,290
无电梯,6,2室1厅,通州,简装,91,1996,358
无电梯,6,2室2厅,房山,精装,107,2004,270
,9,3室2厅,海淀,精装,140,2010,1300
有电梯,14,2室2厅,房山,简装,112,2010,380
,6,1室1厅,顺义,其他,60,1990,235
,6,1室1厅,丰台,精装,43,1989,299
有电梯,26,1室0厅,西城,精装,26,2006,315
无电梯,6,2室1厅,大兴,简装,79,1997,300
无电梯,5,2室1厅,丰台,简装,60,1994,320
无电梯,6,3室1厅,昌平,精装,124,2007,450
有电梯,26,1室1厅,西城,精装,54,2004,490
有电梯,8,2室1厅,朝阳,精装,100,2002,605
有电梯,9,2室1厅,海淀,简装,106,2012,630
,6,3室2厅,顺义,简装,110,2005,300
无电梯,6,2室2厅,顺义,简装,57,2001,245
有电梯,18,1室1厅,石景山,精装,100,2005,500
无电梯,6,3室2厅,大兴,精装,111,2006,510
无电梯,5,2室1厅,朝阳,精装,55,1989,290
有电梯,15,1室1厅,丰台,其他,48,1991,275
,27,2室1厅,石景山,简装,93,2000,448
有电梯,21,2室1厅,西城,精装,96,2003,890
,6,1室1厅,昌平,精装,64,2003,280
有电梯,18,1室1厅,海淀,精装,42,1988,375
,11,2室1厅,东城,简装,62,1992,685
有电梯,17,2室1厅,丰台,精装,65,2011,430
有电梯,20,1室1厅,西城,简装,71,2009,680
有电梯,10,2室1厅,朝阳,精装,89,2006,830
有电梯,19,2室1厅,顺义,精装,113,2004,390
有电梯,16,3室1厅,门头沟,简装,75,1980,265
,8,3室3厅,丰台,精装,234,2010,1760
有电梯,20,2室1厅,海淀,精装,124,2003,1400
,25,2室1厅,大兴,简装,69,2013,290
,26,2室1厅,大兴,精装,71,2015,285
有电梯,23,5室2厅,东城,精装,459,2002,5500
无电梯,5,3室1厅,朝阳,简装,121,2004,560
有电梯,14,2室1厅,东城,其他,75,2003,850
,14,1室1厅,西城,其他,79,2005,1000
,12,3室1厅,丰台,精装,128,2002,630
,6,3室1厅,朝阳,简装,104,1995,759
有电梯,16,2室1厅,大兴,精装,45,2012,365
有电梯,6,1室2厅,海淀,精装,74,2007,500
无电梯,6,3室2厅,昌平,精装,134,1999,510
,16,2室1厅,西城,简装,60,1989,580
,22,3室2厅,海淀,精装,178,2004,1150
,6,3室1厅,西城,简装,69,1983,580
有电梯,13,2室1厅,房山,精装,90,2008,300
无电梯,6,2室1厅,朝阳,简装,60,1995,420
有电梯,16,3室2厅,房山,精装,111,2012,516
,11,3室1厅,东城,简装,78,2002,850
,6,2室1厅,通州,简装,71,2000,305
有电梯,11,2室2厅,房山,精装,111,2013,425
,6,3室1厅,顺义,简装,94,2004,410
,15,2室1厅,丰台,其他,86,2006,378
,11,1室1厅,大兴,简装,51,2005,280
有电梯,24,2室1厅,丰台,简装,123,2002,680
,12,2室1厅,顺义,精装,88,2012,340
无电梯,6,2室1厅,海淀,精装,60,1980,610
有电梯,8,2室1厅,亦庄开发区,简装,89,2000,455
无电梯,6,3室1厅,西城,精装,73,1992,995
无电梯,6,2室1厅,海淀,毛坯,54,1982,460
,8,3室1厅,房山,精装,133,2004,329
,18,2室1厅,亦庄开发区,简装,113,2003,510
有电梯,22,2室1厅,丰台,简装,111,2001,579
,6,3室1厅,西城,精装,81,1991,838
有电梯,19,3室1厅,海淀,精装,117,2002,1300
有电梯,24,2室2厅,海淀,精装,115,2001,1150
无电梯,6,3室1厅,东城,简装,82,2003,930
,20,2室1厅,西城,简装,53,1983,520
,6,2室1厅,石景山,简装,49,1982,280
有电梯,6,3室1厅,门头沟,其他,116,2014,590
无电梯,6,2室1厅,昌平,简装,97,1999,415
有电梯,25,2室1厅,朝阳,简装,95,1997,640
有电梯,17,2室1厅,朝阳,简装,92,2006,390
有电梯,18,3室1厅,丰台,简装,85,1995,420
,27,1室0厅,丰台,精装,53,2008,360
有电梯,28,2室1厅,房山,精装,89,2011,385
有电梯,25,3室2厅,海淀,精装,178,2002,2200
无电梯,6,2室1厅,东城,精装,59,1994,580
有电梯,10,1室1厅,西城,简装,51,2005,595
有电梯,9,3室1厅,房山,简装,119,2013,550
,5,2室1厅,昌平,精装,71,1998,368
有电梯,9,3室2厅,房山,精装,120,2012,520
,21,2室1厅,昌平,精装,77,2010,320
无电梯,6,1室1厅,昌平,简装,53,1999,248
无电梯,6,2室1厅,丰台,精装,68,1995,445
,17,2室1厅,昌平,简装,83,2015,380
有电梯,14,3室1厅,西城,其他,74,1985,770
无电梯,6,3室1厅,东城,简装,100,1998,1500
有电梯,14,2室1厅,朝阳,精装,90,2004,330
,6,2室1厅,西城,其他,59,1996,536
有电梯,10,1室0厅,大兴,简装,51,2007,207
无电梯,6,1室1厅,通州,简装,67,2003,350
无电梯,6,2室2厅,顺义,简装,99,1996,459
,4,2室1厅,通州,简装,93,2005,415
有电梯,25,1室1厅,丰台,简装,52,2000,350
有电梯,25,1室1厅,丰台,简装,66,2004,435
,17,3室2厅,昌平,精装,229,2005,796
无电梯,6,3室1厅,海淀,简装,77,1986,450
无电梯,6,1室1厅,昌平,精装,58,2006,255
有电梯,22,1室1厅,大兴,其他,66,2010,255
,6,2室1厅,西城,简装,57,1986,700
有电梯,9,2室2厅,朝阳,精装,117,2006,1030
无电梯,7,3室1厅,昌平,精装,121,2003,560
无电梯,6,2室1厅,大兴,精装,77,1995,326
有电梯,30,1室1厅,丰台,其他,63,2003,480
,6,2室1厅,朝阳,其他,69,1998,325
有电梯,18,2室1厅,西城,其他,163,2008,1470
有电梯,9,3室1厅,房山,简装,117,2006,370
,16,1室1厅,西城,精装,63,2003,966
无电梯,6,3室1厅,通州,简装,77,1999,400
无电梯,5,3室1厅,朝阳,精装,126,2004,660
,9,2室1厅,海淀,其他,81,1999,600
有电梯,13,2室1厅,海淀,精装,87,2003,615
,10,3室2厅,丰台,精装,132,2007,875
有电梯,28,2室1厅,昌平,精装,86,2011,360
有电梯,31,2室1厅,通州,精装,104,2010,499
,6,3室2厅,大兴,其他,136,2006,450
无电梯,6,2室1厅,昌平,精装,79,2003,270
,6,2室2厅,通州,精装,102,2003,445
无电梯,6,2室1厅,昌平,其他,84,2000,305
有电梯,17,2室1厅,朝阳,精装,53,2011,510
,6,3室1厅,朝阳,简装,72,1990,560
有电梯,24,2室1厅,丰台,简装,86,2002,540
有电梯,19,2室2厅,朝阳,精装,108,2003,650
,20,3室1厅,西城,精装,80,1992,1120
有电梯,24,3室1厅,海淀,毛坯,154,2000,1350
有电梯,14,2室1厅,西城,毛坯,123,2013,1770
有电梯,10,3室2厅,亦庄开发区,精装,167,2004,830
无电梯,6,2室1厅,海淀,精装,57,1989,530
无电梯,6,3室2厅,大兴,简装,116,2000,426
有电梯,11,3室1厅,顺义,精装,157,2014,680
,19,2室2厅,房山,毛坯,95,2015,252
无电梯,6,2室1厅,东城,简装,55,1995,465
,6,3室1厅,海淀,简装,94,1998,650
,6,2室1厅,房山,简装,52,1988,193
无电梯,6,2室2厅,大兴,简装,91,1998,260
有电梯,15,2室1厅,房山,精装,79,2009,290
有电梯,16,3室2厅,海淀,精装,146,2000,1550
,7,2室1厅,亦庄开发区,其他,112,2001,530
无电梯,6,3室1厅,房山,简装,96,1996,279
无电梯,5,2室1厅,海淀,简装,57,1988,780
无电梯,6,3室1厅,海淀,简装,58,1979,540
有电梯,21,1室0厅,亦庄开发区,其他,32,2008,110
有电梯,20,3室1厅,朝阳,简装,92,2000,660
有电梯,12,3室1厅,朝阳,精装,145,2005,1250
有电梯,16,2室1厅,东城,简装,93,2001,550
,26,1室1厅,朝阳,简装,65,2004,395
无电梯,5,3室1厅,丰台,简装,58,1993,258
有电梯,19,2室1厅,大兴,精装,80,2014,335
有电梯,21,2室1厅,朝阳,精装,112,2003,835
,24,2室1厅,石景山,简装,88,2002,390
有电梯,22,2室1厅,西城,其他,88,2005,755
有电梯,18,2室1厅,海淀,精装,86,2009,590
有电梯,26,2室1厅,门头沟,其他,91,2012,425
无电梯,4,2室1厅,房山,精装,82,2010,275
,5,2室1厅,朝阳,精装,53,1982,404
有电梯,26,3室1厅,海淀,精装,151,2006,1600
无电梯,6,3室1厅,东城,其他,77,1992,900
有电梯,12,3室1厅,房山,精装,126,2009,480
无电梯,6,2室1厅,房山,其他,81,1998,260
无电梯,6,3室2厅,大兴,精装,141,2004,560
无电梯,6,2室1厅,顺义,简装,100,2002,372
,20,2室2厅,海淀,简装,124,2003,1300
无电梯,6,2室0厅,海淀,精装,60,1983,375
,9,2室1厅,海淀,精装,71,2011,647
无电梯,6,2室1厅,海淀,精装,61,1995,900
,6,2室2厅,昌平,其他,90,2001,235
有电梯,15,1室0厅,昌平,简装,53,2009,230
有电梯,6,3室2厅,西城,简装,127,2003,1650
,6,2室1厅,昌平,简装,98,2008,409
无电梯,6,2室1厅,昌平,其他,61,1996,320
无电梯,6,2室2厅,房山,精装,138,1998,380
有电梯,8,2室1厅,海淀,精装,94,2011,860
,18,3室1厅,朝阳,简装,94,2000,415
,10,3室2厅,丰台,精装,132,2007,875
,21,2室1厅,朝阳,简装,75,2011,390
无电梯,5,4室2厅,昌平,其他,157,2013,520
无电梯,7,3室1厅,大兴,其他,93,1998,380
有电梯,26,2室1厅,海淀,简装,92,2006,705
,27,2室1厅,石景山,其他,91,2012,590
有电梯,16,6室2厅,朝阳,精装,281,2001,1890
有电梯,11,3室2厅,亦庄开发区,简装,156,2000,705
,14,2室1厅,顺义,精装,113,2013,860
,6,2室1厅,大兴,简装,70,1996,246
无电梯,7,5室2厅,丰台,简装,201,1995,730
有电梯,17,3室1厅,海淀,精装,117,2007,1100
无电梯,7,2室2厅,昌平,简装,112,2001,450
,5,3室1厅,丰台,简装,84,2000,520
有电梯,15,2室1厅,房山,简装,82,2006,280
,6,2室1厅,通州,简装,83,1995,290
有电梯,22,2室2厅,丰台,其他,87,2007,378
有电梯,21,1室1厅,西城,简装,56,2006,475
有电梯,13,3室1厅,丰台,其他,112,2004,530
无电梯,6,2室1厅,顺义,简装,81,1999,305
无电梯,6,2室1厅,大兴,简装,76,1998,310
无电梯,6,2室1厅,石景山,精装,63,1993,308
有电梯,21,3室1厅,朝阳,精装,124,2002,695
,30,1室1厅,丰台,精装,70,2009,320
,9,2室1厅,西城,精装,64,1999,608
,6,2室1厅,顺义,简装,71,1994,310
有电梯,15,1室1厅,海淀,精装,73,2007,622
,5,3室1厅,昌平,精装,120,1998,480
,6,5室3厅,昌平,精装,200,2004,560
有电梯,11,2室1厅,通州,简装,72,2008,280
有电梯,15,2室1厅,东城,其他,107,2009,995
,6,2室1厅,海淀,简装,61,1995,380
有电梯,26,2室1厅,海淀,简装,101,2008,590
,20,2室2厅,西城,精装,89,2013,1195
无电梯,6,1室1厅,昌平,精装,60,2000,315
有电梯,20,2室1厅,昌平,精装,85,2007,485
,18,4室2厅,大兴,精装,138,2012,750
无电梯,6,4室2厅,昌平,精装,164,2000,558
有电梯,10,3室1厅,丰台,简装,122,2005,690
无电梯,6,2室2厅,房山,精装,90,2001,300
无电梯,6,3室1厅,东城,简装,85,1989,890
有电梯,12,2室1厅,昌平,简装,115,2005,370
无电梯,6,3室2厅,通州,精装,110,2002,438
有电梯,16,3室1厅,朝阳,简装,91,1995,720
无电梯,6,3室2厅,顺义,其他,125,2005,380
,13,2室2厅,昌平,精装,122,2012,420
有电梯,5,4室2厅,通州,精装,157,2009,700
无电梯,6,2室2厅,大兴,毛坯,85,2007,366
无电梯,6,2室1厅,房山,精装,63,1993,235
,12,2室2厅,海淀,简装,127,2004,1350
无电梯,6,2室2厅,昌平,其他,117,1999,419
有电梯,18,1室1厅,西城,精装,48,1989,586.8
,11,3室1厅,海淀,精装,124,1997,1398
有电梯,20,2室2厅,朝阳,精装,112,1997,720
有电梯,18,3室1厅,亦庄开发区,其他,89,2013,540
,20,2室1厅,丰台,简装,85,2011,600
有电梯,18,2室1厅,海淀,简装,75,2010,540
无电梯,6,2室1厅,朝阳,简装,57,1991,313
有电梯,25,1室1厅,西城,简装,105,2006,550
无电梯,6,2室1厅,大兴,精装,66,1989,280
无电梯,3,2室1厅,西城,简装,61,1954,580
,12,1室2厅,东城,简装,61,2001,650
有电梯,28,1室1厅,朝阳,简装,57,2005,350
无电梯,6,3室2厅,朝阳,简装,148,1998,828
无电梯,6,2室1厅,昌平,精装,85,1998,320
,6,4室2厅,石景山,精装,245,1996,1097
无电梯,6,2室1厅,顺义,简装,82,2003,280
有电梯,19,2室1厅,丰台,简装,86,2007,500
,27,2室1厅,朝阳,精装,94,2010,1300
,5,2室1厅,大兴,简装,44,1978,210
,32,4室1厅,昌平,简装,178,2001,520
有电梯,12,2室1厅,朝阳,精装,61,1990,465
,6,2室1厅,石景山,其他,58,1986,308
无电梯,6,2室1厅,房山,简装,89,1995,246
,24,3室1厅,朝阳,精装,142,1999,835
有电梯,9,2室1厅,海淀,简装,106,2007,640
无电梯,6,2室1厅,昌平,简装,87,2003,345
有电梯,24,2室1厅,西城,精装,87,1999,695
,6,2室1厅,通州,简装,64,1983,278
有电梯,15,1室1厅,房山,精装,73,2009,272
无电梯,6,2室1厅,西城,简装,53,1983,690
有电梯,16,2室1厅,丰台,简装,91,2005,619
有电梯,7,2室2厅,海淀,简装,140,2005,1150
有电梯,19,1室1厅,丰台,其他,64,2010,452
,18,2室1厅,大兴,其他,139,2001,435
无电梯,7,4室1厅,朝阳,毛坯,108,1992,630
无电梯,6,3室2厅,顺义,其他,132,1995,460
有电梯,16,2室1厅,石景山,其他,72,1997,320
,6,2室1厅,朝阳,精装,86,2005,435
,6,2室1厅,丰台,精装,50,1989,283
有电梯,17,1室1厅,海淀,简装,62,2001,525
无电梯,6,1室1厅,丰台,其他,68,2000,442
,11,3室1厅,通州,简装,108,2004,465
有电梯,17,1室1厅,海淀,简装,59,2000,490
,4,2室0厅,石景山,精装,50,1958,230
,16,3室1厅,西城,简装,82,1985,950
,6,3室1厅,丰台,精装,150,2011,1400
有电梯,18,2室1厅,丰台,其他,83,2001,480
,6,3室1厅,大兴,简装,134,2002,385
,16,2室1厅,大兴,精装,46,2012,350
有电梯,16,2室1厅,丰台,精装,61,1990,342
,18,3室2厅,房山,精装,129,2015,320
,6,2室1厅,丰台,精装,56,1992,300
无电梯,6,2室1厅,东城,精装,70,2003,960
,18,3室2厅,丰台,简装,165,1996,820
,6,3室1厅,门头沟,毛坯,135,2016,649
,14,2室1厅,亦庄开发区,简装,77,2016,433
无电梯,6,2室1厅,朝阳,其他,53,1989,400
无电梯,6,3室1厅,昌平,其他,136,2000,439
,24,2室1厅,丰台,精装,103,2002,615
有电梯,18,4室2厅,丰台,简装,198,2006,1020
有电梯,17,1室1厅,大兴,简装,70,2009,360
有电梯,18,2室1厅,西城,简装,63,1994,780
,24,1室1厅,西城,精装,52,1991,700
,6,1室1厅,丰台,简装,73,2002,310
无电梯,6,2室1厅,海淀,简装,59,1996,430
有电梯,24,2室1厅,通州,简装,71,2006,332
无电梯,7,2室2厅,东城,精装,149,1995,1230
,18,2室1厅,丰台,精装,94,2005,530
有电梯,18,2室1厅,通州,精装,97,2010,420
无电梯,5,2室1厅,通州,毛坯,52,1976,237
有电梯,17,2室1厅,石景山,精装,90,2009,429
无电梯,6,2室1厅,通州,精装,74,2001,350
有电梯,18,2室1厅,大兴,简装,89,2012,410
无电梯,6,2室2厅,顺义,其他,88,1998,349
,6,3室2厅,通州,其他,114,2003,420
有电梯,13,2室1厅,丰台,简装,101,2005,560
有电梯,24,3室1厅,石景山,简装,103,2000,463
无电梯,6,2室2厅,昌平,精装,112,2005,480
无电梯,21,2室2厅,东城,毛坯,145,2006,843
,11,4室2厅,朝阳,毛坯,259,2014,2599
有电梯,18,2室2厅,朝阳,精装,100,2006,650
有电梯,17,3室1厅,西城,精装,162,2000,1150
,6,3室1厅,昌平,简装,124,2007,570
,20,3室1厅,顺义,精装,104,2008,470
无电梯,5,2室1厅,昌平,精装,65,1984,260
无电梯,6,2室1厅,昌平,精装,75,1996,310
有电梯,11,4室1厅,亦庄开发区,精装,161,2004,873
有电梯,18,1室1厅,东城,其他,49,2005,530
无电梯,6,3室1厅,昌平,精装,130,2001,610
,12,1室0厅,东城,精装,42,2000,442
无电梯,14,2室1厅,石景山,其他,84,2001,420
有电梯,21,1室1厅,东城,其他,48,2003,695
无电梯,7,3室1厅,东城,简装,96,2003,1060
,27,3室1厅,丰台,其他,93,2015,450
无电梯,6,2室1厅,昌平,精装,97,2004,415
,29,3室2厅,大兴,其他,136,2015,735
有电梯,16,3室1厅,西城,简装,82,2003,790
有电梯,20,2室1厅,海淀,其他,89,2000,700
有电梯,24,2室1厅,海淀,精装,113,2000,930
有电梯,11,3室1厅,海淀,简装,124,2004,1160
有电梯,9,3室1厅,房山,简装,127,2006,410
无电梯,6,1室1厅,海淀,精装,42,1989,360
,2,5室2厅,怀柔,精装,457,2009,1800
有电梯,30,3室1厅,朝阳,精装,132,1998,850
无电梯,6,4室2厅,大兴,其他,166,2001,695
,11,3室1厅,顺义,精装,101,2009,255
,6,2室1厅,海淀,精装,61,1990,615
有电梯,16,1室1厅,朝阳,简装,61,2004,570
,20,2室1厅,丰台,精装,97,2006,630
有电梯,23,2室1厅,东城,简装,63,2010,599
,21,3室1厅,西城,简装,80,1990,830
,15,3室2厅,朝阳,简装,156,2005,1200
无电梯,5,3室3厅,朝阳,简装,146,2003,990
无电梯,6,4室2厅,昌平,精装,208,1999,1000
无电梯,6,2室2厅,丰台,简装,101,2000,478
,18,3室2厅,海淀,其他,124,2003,1860
有电梯,9,2室2厅,昌平,精装,95,2011,366
,14,2室1厅,昌平,简装,119,2008,360
有电梯,18,4室2厅,石景山,精装,124,1998,639
无电梯,4,2室1厅,西城,简装,63,1952,700
,27,2室1厅,门头沟,简装,85,2013,393
有电梯,19,4室1厅,丰台,其他,206,2006,766
,5,2室1厅,西城,其他,51,1978,510
有电梯,26,2室1厅,丰台,精装,74,2013,350
,6,3室1厅,昌平,简装,118,2007,465
无电梯,6,3室2厅,大兴,简装,140,2008,515
有电梯,12,4室1厅,昌平,其他,186,2005,860
有电梯,32,2室1厅,通州,精装,99,2011,580
,3,5室2厅,朝阳,精装,233,2002,2200
,21,2室1厅,大兴,精装,67,2013,435
有电梯,10,2室2厅,海淀,精装,84,1998,546
,6,3室2厅,通州,简装,104,1994,356
,6,2室1厅,昌平,精装,84,2003,455
有电梯,18,2室1厅,西城,精装,80,2000,861
,7,3室2厅,昌平,精装,122,2001,475
,18,1室1厅,丰台,简装,63,2004,440
,6,2室1厅,房山,简装,92,2000,290
,6,3室1厅,海淀,简装,96,1992,870
,6,3室1厅,怀柔,其他,80,1997,235
,6,2室1厅,东城,简装,53,1977,560
,6,3室2厅,房山,毛坯,127,2006,390
有电梯,21,1室1厅,西城,精装,68,2005,722
,20,2室1厅,丰台,简装,77,1998,385
有电梯,4,3室2厅,顺义,简装,223,2014,835
,6,3室1厅,昌平,精装,116,2004,350
无电梯,6,2室1厅,朝阳,简装,63,1977,388
有电梯,21,2室1厅,昌平,其他,84,2012,385
有电梯,9,3室1厅,丰台,精装,137,2006,900
有电梯,12,1室1厅,大兴,简装,60,2006,310
,27,3室1厅,大兴,精装,90,2012,480
,15,3室1厅,昌平,精装,111,2007,638
,6,2室1厅,东城,精装,58,1992,548
,14,2室1厅,海淀,其他,61,1992,500
有电梯,23,3室2厅,丰台,简装,171,2001,960
有电梯,24,3室1厅,西城,精装,97,2009,830
有电梯,12,3室1厅,朝阳,精装,133,2008,1150
,6,2室1厅,门头沟,其他,60,1988,246
无电梯,6,2室1厅,西城,简装,55,1984,430
有电梯,21,2室1厅,昌平,精装,81,2012,336
,6,2室1厅,石景山,其他,54,1993,300
无电梯,5,2室1厅,通州,简装,78,2004,330
,6,2室1厅,海淀,精装,80,2002,455
,28,2室2厅,朝阳,精装,88,2010,838
有电梯,18,2室1厅,东城,简装,86,2002,880
,15,2室2厅,海淀,精装,74,1998,520
,13,2室1厅,房山,精装,80,2015,305
有电梯,21,1室1厅,丰台,精装,61,2005,340
,6,2室1厅,昌平,简装,108,2008,450
无电梯,7,3室2厅,昌平,精装,155,1996,410
,7,5室2厅,昌平,简装,188,1996,566
,18,3室1厅,房山,毛坯,129,2015,516
有电梯,18,3室1厅,房山,简装,128,2014,535
有电梯,16,1室1厅,丰台,简装,67,2007,435
有电梯,18,3室1厅,朝阳,简装,68,1993,400
有电梯,15,3室1厅,大兴,其他,116,2015,505
无电梯,6,2室1厅,海淀,其他,72,2000,448
无电梯,5,2室1厅,石景山,精装,55,1957,330
有电梯,5,4室2厅,亦庄开发区,精装,276,2005,1350
有电梯,12,2室1厅,海淀,简装,64,1994,515
,26,3室2厅,朝阳,精装,148,2001,1150
有电梯,12,2室1厅,东城,其他,77,2003,1026
有电梯,15,2室1厅,昌平,其他,80,2010,398
,27,2室1厅,通州,精装,57,2012,330
有电梯,18,2室2厅,石景山,其他,74,1989,400
有电梯,9,2室1厅,房山,精装,89,2011,269
,5,2室1厅,朝阳,精装,80,2003,520
无电梯,6,2室1厅,丰台,其他,67,1993,372
无电梯,6,3室1厅,房山,简装,110,2005,350
有电梯,15,3室2厅,海淀,精装,131,2005,1100
,16,1室1厅,海淀,简装,48,2004,364
有电梯,14,2室1厅,朝阳,精装,71,1997,530
有电梯,26,2室1厅,门头沟,精装,88,2012,408
无电梯,6,1室1厅,顺义,简装,66,2004,230
,6,2室1厅,海淀,精装,64,2011,285
,6,3室2厅,昌平,精装,118,2002,485
有电梯,5,4室2厅,海淀,毛坯,146,2012,1280
有电梯,28,3室1厅,丰台,精装,147,2003,1150
有电梯,24,1室2厅,丰台,简装,80,2001,468
有电梯,14,4室2厅,顺义,精装,202,2013,1250
,6,3室2厅,通州,简装,104,1994,350
,14,2室1厅,朝阳,其他,64,1986,470
有电梯,15,3室1厅,房山,精装,116,2011,426
,7,3室1厅,西城,简装,80,2003,880
有电梯,15,2室1厅,昌平,精装,80,2010,400
,6,1室1厅,西城,简装,42,1987,655
无电梯,6,5室1厅,昌平,精装,228,2000,1020
有电梯,15,2室1厅,房山,精装,87,2009,300
,12,3室2厅,昌平,精装,167,2003,550
,14,2室1厅,东城,其他,63,1995,560
无电梯,6,2室1厅,海淀,其他,57,1984,470
无电梯,6,3室2厅,丰台,精装,125,2000,850
有电梯,14,2室1厅,昌平,简装,113,2004,450
,15,3室1厅,房山,精装,99,2015,410
,6,2室1厅,丰台,其他,62,1998,348
有电梯,8,3室2厅,顺义,精装,135,2010,550
有电梯,15,2室1厅,昌平,精装,93,2008,410
有电梯,27,3室2厅,大兴,精装,123,2012,660
无电梯,6,2室1厅,丰台,其他,76,2000,355
有电梯,18,2室1厅,海淀,精装,89,2008,560
有电梯,22,3室1厅,朝阳,精装,147,2000,1050
,8,3室1厅,海淀,精装,89,2011,570
,21,2室1厅,朝阳,精装,85,1999,510
无电梯,5,3室1厅,西城,简装,59,1980,486
有电梯,6,2室1厅,房山,精装,85,2011,318
,28,1室1厅,朝阳,精装,58,2004,385
无电梯,6,2室1厅,通州,精装,81,1998,335
有电梯,28,1室1厅,西城,简装,60,2008,560
,6,5室2厅,丰台,简装,194,2002,600
有电梯,17,1室1厅,顺义,简装,60,2007,265
无电梯,7,2室2厅,朝阳,精装,102,1999,675
,20,1室0厅,丰台,精装,39,2012,255
无电梯,6,3室2厅,昌平,简装,117,1995,468
无电梯,6,1室1厅,昌平,其他,50,2006,220
无电梯,6,2室2厅,通州,精装,85,1998,352
,6,6室3厅,海淀,其他,258,1998,1900
,18,3室2厅,平谷,其他,118,2014,295
有电梯,29,2室2厅,丰台,精装,96,2004,540
无电梯,5,2室1厅,石景山,其他,55,1979,300
,7,3室1厅,海淀,简装,75,1989,655
无电梯,5,3室2厅,昌平,精装,119,2000,455
无电梯,6,2室1厅,大兴,简装,76,1995,300
有电梯,28,2室1厅,昌平,精装,84,2011,390
,22,2室1厅,海淀,精装,63,1996,496
有电梯,28,2室1厅,海淀,其他,120,2005,768
,20,3室1厅,通州,精装,99,2015,420
有电梯,12,3室2厅,房山,精装,124,2014,585
,3,5室3厅,顺义,精装,302,2009,1000
,6,2室1厅,丰台,简装,62,1992,360
有电梯,18,2室2厅,昌平,精装,113,2004,400
,5,3室3厅,房山,精装,154,2015,880
,11,2室1厅,房山,毛坯,90,2011,330
,6,3室1厅,昌平,精装,79,1993,397
有电梯,24,1室1厅,西城,精装,57,2004,495
,6,3室1厅,丰台,精装,91,1997,380
,6,2室1厅,西城,简装,68,1992,637
有电梯,10,3室2厅,海淀,精装,149,2004,1430
无电梯,6,2室1厅,石景山,精装,56,1987,300
无电梯,6,2室2厅,房山,简装,87,2003,306
无电梯,5,4室1厅,昌平,简装,158,2001,460
无电梯,6,3室1厅,海淀,精装,62,1986,575
无电梯,6,2室1厅,昌平,精装,96,2001,529
有电梯,25,2室1厅,丰台,其他,89,2001,500
有电梯,6,2室1厅,顺义,简装,97,2004,408
无电梯,6,2室1厅,大兴,简装,57,1994,250
无电梯,6,3室1厅,通州,简装,140,2000,630
无电梯,4,2室1厅,西城,精装,65,1956,588.5
有电梯,20,3室2厅,朝阳,精装,130,2006,765
无电梯,6,1室1厅,大兴,简装,50,1995,215
无电梯,6,3室1厅,昌平,精装,137,2001,500
有电梯,9,3室2厅,亦庄开发区,精装,150,2005,820
有电梯,11,2室1厅,丰台,简装,95,2003,390
有电梯,12,1室1厅,海淀,精装,73,2002,750
,6,2室2厅,海淀,简装,105,1998,1200
无电梯,7,1室1厅,海淀,简装,57,1998,540
有电梯,19,2室1厅,丰台,其他,100,2004,600
有电梯,10,3室1厅,海淀,精装,109,2000,715
无电梯,6,2室1厅,通州,简装,68,1993,285
,6,2室1厅,西城,其他,58,1981,513
有电梯,18,3室1厅,海淀,简装,85,1988,838
有电梯,28,2室1厅,昌平,精装,93,2012,418
有电梯,29,2室1厅,朝阳,精装,98,2000,820
,6,1室1厅,朝阳,精装,57,2000,459
,2,5室3厅,顺义,精装,406,2008,1500
,15,3室2厅,大兴,精装,107,2005,620
,6,3室2厅,密云,其他,123,2011,320
有电梯,15,2室1厅,昌平,精装,81,2010,408
无电梯,6,2室1厅,西城,其他,50,1983,590
无电梯,6,2室2厅,朝阳,精装,104,2005,500
有电梯,28,2室1厅,西城,精装,76,2002,650
有电梯,16,3室2厅,通州,精装,179,2012,1080
